id;nom;metier;ville;sud_est;taille;groupe;derniere_commande;jours_depuis_derniere_commande;panier_moyen_eur;commandes_12_mois;clients_finaux;a_achete_tshirts_ete_2025;clientele_exposee;opposition_prospection;dans_la_cible
R1306;Studio Granit Perpignan;sérigraphe;Perpignan;non;grand;dormant;2026-02-26;95;961;128;"collectivités ; entreprises";oui;non;non;non
R1307;Atelier Rhône Lyon;sérigraphe;Lyon;oui;petit;dormant;2025-07-17;319;234;5;"clubs sportifs ; associations";non;oui;non;non
R1308;Broderie Alizé;brodeur;Béziers;non;petit;actif;2026-05-24;8;345;39;"clubs sportifs ; associations";oui;oui;non;non
R1309;Imprim'Perspective;sérigraphe;Lille;non;petit;actif;2026-05-23;9;173;35;"festivals ; brasseries et bars";oui;oui;non;non
R1310;Agence Vauban Strasbourg;agence;Strasbourg;non;moyen;actif;2026-05-31;1;887;76;"festivals ; clubs sportifs";oui;oui;non;non
R1311;Les Fils d'Éclat;brodeur;Albi;non;moyen;actif;2026-05-26;6;844;76;"brasseries et bars ; entreprises";oui;oui;non;non
R1312;Atelier Basalte Bordeaux;agence;Bordeaux;non;petit;actif;2026-05-25;7;250;36;"clubs sportifs ; collectivités";oui;oui;non;non
R1313;Séri'Pastel Grenoble;sérigraphe;Grenoble;oui;moyen;actif;2026-05-29;3;669;76;"associations ; festivals";oui;oui;non;non
R1314;Print Vauban Bayonne;imprimeur;Bayonne;non;petit;dormant;2025-09-15;259;220;12;"associations ; entreprises";oui;non;non;non
R1315;Maison Origami Limoges;brodeur;Limoges;non;grand;actif;2026-05-30;2;2074;153;"collectivités ; clubs sportifs";oui;oui;non;oui
R1316;Agence Tandem Bruxelles;agence;Bruxelles;non;petit;actif;2026-05-26;6;280;36;"brasseries et bars ; entreprises";non;oui;non;non
R1317;Point Rhône;brodeur;Le Mans;non;petit;actif;2026-05-27;5;323;52;"brasseries et bars ; festivals";oui;oui;non;non
R1318;Atelier Ubac Marseille;agence;Marseille;oui;petit;dormant;2026-02-18;103;264;28;"festivals ; associations";oui;oui;non;non
R1319;Impression Amarante;imprimeur;Genève;oui;petit;dormant;2025-11-13;200;322;24;"collectivités ; clubs sportifs";oui;oui;non;non
R1320;Agence Sud Nancy;agence;Nancy;non;petit;dormant;2025-07-03;333;437;5;"clubs sportifs ; brasseries et bars";non;oui;non;non
R1321;Studio Solstice Bayonne;sérigraphe;Bayonne;non;petit;actif;2026-05-17;15;155;49;"associations ; clubs sportifs";oui;oui;non;non
R1322;Impression Granit Lille;imprimeur;Lille;non;moyen;actif;2026-05-31;1;639;68;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1323;Studio du Lac Liège;sérigraphe;Liège;non;petit;dormant;2025-09-14;260;154;12;"festivals ; clubs sportifs";oui;oui;non;non
R1324;Séri'Grand Angle Brest;sérigraphe;Brest;non;moyen;actif;2026-05-22;10;885;69;"festivals ; entreprises";oui;oui;non;non
R1325;Studio Lumière Annecy;sérigraphe;Annecy;oui;petit;actif;2026-05-24;8;269;49;"clubs sportifs ; entreprises";oui;oui;non;non
R1326;Imprimerie Kaolin;imprimeur;Amiens;non;petit;dormant;2025-11-23;190;185;26;"collectivités ; brasseries et bars";non;oui;non;non
R1327;Sérigraphie Horizon Bilbao;sérigraphe;Bilbao;non;petit;dormant;2025-08-25;280;300;17;"collectivités ; festivals";oui;oui;non;non
R1328;Imprim'Zénith Pau;sérigraphe;Pau;non;moyen;dormant;2025-08-31;274;667;23;"associations ; festivals";oui;oui;non;non
R1329;Atelier Ocre Le Mans;sérigraphe;Le Mans;non;grand;actif;2026-05-31;1;1654;189;"clubs sportifs ; festivals";oui;oui;non;oui
R1330;Atelier Ricochet Niort;sérigraphe;Niort;non;petit;actif;2026-05-27;5;164;51;"clubs sportifs ; festivals";oui;oui;non;non
R1331;Atelier Alizé Valence;sérigraphe;Valence;oui;petit;actif;2026-05-31;1;331;50;"entreprises ; associations";oui;non;non;non
R1332;Sérigraphie Indigo Turin;sérigraphe;Turin;oui;moyen;actif;2026-05-28;4;902;75;"collectivités ; entreprises";oui;non;non;non
R1333;Imprim'Pixel Bayonne;sérigraphe;Bayonne;non;moyen;actif;2026-05-27;5;832;96;"brasseries et bars ; entreprises";oui;oui;non;non
R1334;Collectif Sarment;agence;Montpellier;oui;moyen;actif;2026-05-27;5;613;100;"associations ; collectivités";oui;non;non;non
R1335;Marquage Jonquille Barcelone;sérigraphe;Barcelone;non;petit;dormant;2025-11-01;212;248;14;"brasseries et bars ; associations";non;oui;non;non
R1336;Séri'Garonne Limoges;sérigraphe;Limoges;non;petit;dormant;2025-11-18;195;326;24;"brasseries et bars ; entreprises";oui;oui;non;non
R1337;Imprimerie Origami;imprimeur;Clermont-Ferrand;non;petit;dormant;2025-07-01;335;242;7;"brasseries et bars ; festivals";oui;oui;non;non
R1338;Point Perspective Nîmes;brodeur;Nîmes;oui;moyen;actif;2026-05-30;2;904;108;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1339;Imprim'Pastel Milan;sérigraphe;Milan;non;moyen;actif;2026-05-23;9;677;99;"associations ; festivals";oui;oui;non;non
R1340;Agence Boréal Lille;agence;Lille;non;moyen;actif;2026-05-27;5;937;117;"collectivités ; brasseries et bars";oui;oui;non;non
R1341;Textiprint Cardinal;imprimeur;Avignon;oui;petit;actif;2026-05-31;1;310;41;"collectivités ; entreprises";oui;non;non;non
R1342;Studio Kaolin Limoges;agence;Limoges;non;petit;actif;2026-05-31;1;312;47;"associations ; festivals";oui;oui;non;non
R1343;Broderie Loire Bordeaux;brodeur;Bordeaux;non;grand;dormant;2025-10-01;243;1412;48;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1344;Imprim'Bleu Marine Rouen;sérigraphe;Rouen;non;moyen;dormant;2026-03-20;73;707;61;"clubs sportifs ; festivals";oui;oui;non;non
R1345;Textiprint Ypréau;imprimeur;Saint-Étienne;oui;petit;dormant;2025-11-01;212;314;19;"brasseries et bars ; festivals";oui;oui;non;non
R1346;Point Cap Ouest;brodeur;Lausanne;oui;petit;dormant;2026-02-16;105;235;32;"brasseries et bars ; associations";oui;oui;non;non
R1347;Séri'Boréal Marseille;sérigraphe;Marseille;oui;petit;dormant;2026-03-03;90;267;28;"collectivités ; festivals";oui;oui;non;non
R1348;Atelier Vertigo Tours;agence;Tours;non;petit;dormant;2026-01-08;144;332;29;"collectivités ; entreprises";oui;non;non;non
R1349;Séri'Nacre Milan;sérigraphe;Milan;non;moyen;actif;2026-05-31;1;559;61;"collectivités ; festivals";oui;oui;non;non
R1350;Brod'Origami;brodeur;Genève;oui;petit;actif;2026-05-26;6;385;41;"festivals ; entreprises";oui;oui;non;non
R1351;Marquage Solstice Rennes;sérigraphe;Rennes;non;moyen;actif;2026-05-29;3;522;86;"collectivités ; festivals";oui;oui;non;non
R1352;Marquage Nacre Reims;sérigraphe;Reims;non;grand;actif;2026-05-27;5;1484;233;"festivals ; associations";oui;oui;non;oui
R1353;Marquage Vertigo Dijon;sérigraphe;Dijon;non;grand;dormant;2025-08-19;286;1265;47;"festivals ; entreprises";oui;oui;non;non
R1354;Atelier Cap Ouest Marseille;sérigraphe;Marseille;oui;petit;dormant;2025-09-11;263;219;8;"associations ; collectivités";oui;non;non;non
R1355;Textiprint Jonquille;imprimeur;Béziers;non;petit;actif;2026-05-31;1;153;51;"entreprises ; associations";oui;non;non;non
R1356;Marquage Calanque Milan;sérigraphe;Milan;non;petit;actif;2026-05-17;15;392;56;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1357;Broderie Amarante Turin;brodeur;Turin;oui;moyen;dormant;2026-02-03;118;635;78;"associations ; festivals";oui;oui;non;non
R1358;Imprimerie Hélice;imprimeur;Rouen;non;petit;dormant;2025-09-28;246;219;17;"clubs sportifs ; collectivités";oui;oui;non;non
R1359;Sérigraphie Jonquille Genève;sérigraphe;Genève;oui;petit;dormant;2025-10-12;232;335;18;"entreprises ; brasseries et bars";oui;oui;non;non
R1360;Marquage du Lac Amiens;sérigraphe;Amiens;non;moyen;dormant;2025-08-10;295;458;12;"entreprises ; brasseries et bars";oui;oui;non;non
R1361;Les Fils d'Deux Rives Bayonne;brodeur;Bayonne;non;petit;actif;2026-05-15;17;283;36;"festivals ; collectivités";oui;oui;non;non
R1362;Studio Quai Vannes;sérigraphe;Vannes;non;petit;dormant;2026-02-26;95;396;24;"festivals ; brasseries et bars";oui;oui;non;non
R1363;Print Rhône Tours;imprimeur;Tours;non;petit;dormant;2025-12-22;161;257;23;"entreprises ; collectivités";oui;non;non;non
R1364;Point Boréal Genève;brodeur;Genève;oui;petit;dormant;2026-01-03;149;323;27;"clubs sportifs ; festivals";oui;oui;non;non
R1365;Agence Hélice Lausanne;agence;Lausanne;oui;petit;actif;2026-05-21;11;397;59;"associations ; festivals";oui;oui;non;non
R1366;Maison Atlantique;brodeur;Milan;non;petit;dormant;2025-12-10;173;214;28;"clubs sportifs ; associations";non;oui;non;non
R1367;Sérigraphie Ubac Montpellier;sérigraphe;Montpellier;oui;moyen;actif;2026-05-28;4;834;80;"associations ; collectivités";oui;non;non;non
R1368;Atelier Bleu Marine La Rochelle;agence;La Rochelle;non;petit;actif;2026-05-11;21;384;44;"entreprises ; collectivités";oui;non;non;non
R1369;Les Fils d'Pixel Rennes;brodeur;Rennes;non;petit;actif;2026-05-29;3;251;41;"clubs sportifs ; festivals";non;oui;non;non
R1370;Broderie Pixel Milan;brodeur;Milan;non;petit;actif;2026-05-21;11;390;45;"festivals ; associations";oui;oui;non;non
R1371;Impression Cardinal;imprimeur;Marseille;oui;moyen;actif;2026-05-31;1;819;93;"collectivités ; clubs sportifs";oui;oui;non;non
R1372;Textiprint Cyan;imprimeur;Milan;non;petit;dormant;2026-03-03;90;171;35;"brasseries et bars ; collectivités";oui;oui;non;non
R1373;Studio Ardoise Clermont-Ferrand;agence;Clermont-Ferrand;non;moyen;actif;2026-05-30;2;545;119;"brasseries et bars ; associations";oui;oui;non;non
R1374;Print Vermeil Valence;imprimeur;Valence;oui;moyen;dormant;2025-07-14;322;592;16;"festivals ; entreprises";oui;oui;non;non
R1375;Collectif Vermeil Saint-Étienne;agence;Saint-Étienne;oui;moyen;actif;2026-05-31;1;558;101;"brasseries et bars ; entreprises";oui;oui;non;non
R1376;Sérigraphie Grand Angle Metz;sérigraphe;Metz;non;petit;actif;2026-05-21;11;374;55;"festivals ; clubs sportifs";oui;oui;non;non
R1377;Point Rhône Troyes;brodeur;Troyes;non;moyen;actif;2026-05-30;2;511;80;"entreprises ; collectivités";oui;non;non;non
R1378;Sérigraphie Vertigo;sérigraphe;Tours;non;petit;dormant;2025-12-31;152;297;20;"festivals ; associations";oui;oui;non;non
R1379;Sérigraphie Calanque Lausanne;sérigraphe;Lausanne;oui;moyen;actif;2026-05-30;2;606;100;"associations ; collectivités";oui;non;non;non
R1380;Collectif Cyan Strasbourg;agence;Strasbourg;non;moyen;dormant;2026-01-17;135;430;76;"clubs sportifs ; associations";oui;oui;non;non
R1381;Studio Hélice Clermont-Ferrand;agence;Clermont-Ferrand;non;petit;actif;2026-05-26;6;176;47;"entreprises ; clubs sportifs";oui;oui;non;non
R1382;Imprimerie Mistral Strasbourg;imprimeur;Strasbourg;non;petit;dormant;2025-11-07;206;268;14;"clubs sportifs ; collectivités";oui;oui;non;non
R1383;Sérigraphie du Lac Nantes;sérigraphe;Nantes;non;petit;actif;2026-05-30;2;387;33;"associations ; festivals";oui;oui;non;non
R1384;Studio Rhône Orléans;sérigraphe;Orléans;non;moyen;dormant;2025-07-10;326;506;8;"entreprises ; brasseries et bars";oui;oui;non;non
R1385;Collectif Ubac Caen;agence;Caen;non;moyen;actif;2026-05-18;14;751;76;"associations ; collectivités";oui;non;non;non
R1386;Textiprint Vermeil;imprimeur;Metz;non;petit;dormant;2025-07-16;320;392;6;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1387;Marquage Vertigo Caen;sérigraphe;Caen;non;moyen;actif;2026-05-22;10;611;69;"collectivités ; brasseries et bars";oui;oui;non;non
R1388;Agence Loire;agence;Perpignan;non;petit;actif;2026-05-31;1;196;59;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1389;Sérigraphie Cap Ouest;sérigraphe;Annecy;oui;moyen;actif;2026-05-28;4;513;60;"brasseries et bars ; entreprises";oui;oui;non;non
R1390;Print Cap Ouest;imprimeur;Quimper;non;moyen;dormant;2025-11-11;202;772;28;"entreprises ; associations";oui;non;non;non
R1391;Marquage Ubac Metz;sérigraphe;Metz;non;grand;actif;2026-05-30;2;1378;191;"associations ; entreprises";oui;non;non;non
R1392;Atelier Hélice Genève;sérigraphe;Genève;oui;grand;actif;2026-05-31;1;2179;159;"clubs sportifs ; brasseries et bars";oui;oui;non;oui
R1393;Point Cap Ouest Bordeaux;brodeur;Bordeaux;non;moyen;actif;2026-05-24;8;772;89;"festivals ; associations";oui;oui;non;non
R1394;Marquage Lumière Limoges;sérigraphe;Limoges;non;moyen;dormant;2025-07-24;312;764;11;"brasseries et bars ; collectivités";oui;oui;non;non
R1395;Print des Volcans;imprimeur;Poitiers;non;petit;dormant;2025-12-08;175;395;35;"entreprises ; collectivités";oui;non;non;non
R1396;Point Bleu Marine;brodeur;Limoges;non;moyen;dormant;2026-01-25;127;636;30;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1397;Séri'Cardinal;sérigraphe;Chambéry;oui;moyen;actif;2026-05-31;1;771;92;"associations ; festivals";oui;oui;non;non
R1398;Studio des Volcans Reims;sérigraphe;Reims;non;moyen;dormant;2025-10-10;234;794;26;"collectivités ; festivals";oui;oui;non;non
R1399;Atelier Loire Genève;agence;Genève;oui;petit;actif;2026-05-27;5;289;35;"collectivités ; festivals";oui;oui;non;non
R1400;Marquage Ypréau Rennes;sérigraphe;Rennes;non;petit;actif;2026-05-21;11;258;33;"clubs sportifs ; entreprises";oui;oui;non;non
R1401;Sérigraphie Amarante Orléans;sérigraphe;Orléans;non;moyen;dormant;2026-02-09;112;706;86;"entreprises ; collectivités";oui;non;non;non
R1402;Atelier Lumière Perpignan;sérigraphe;Perpignan;non;grand;dormant;2025-07-14;322;2080;27;"entreprises ; collectivités";oui;non;non;non
R1403;Point Éclat Barcelone;brodeur;Barcelone;non;moyen;dormant;2025-10-02;242;696;34;"associations ; brasseries et bars";oui;oui;non;non
R1404;Studio Ocre Amiens;agence;Amiens;non;petit;actif;2026-05-25;7;194;60;"collectivités ; brasseries et bars";oui;oui;non;non
R1405;Studio Basalte Turin;sérigraphe;Turin;oui;grand;dormant;2025-10-15;229;1619;56;"collectivités ; brasseries et bars";oui;oui;non;oui
R1406;Agence Ocre;agence;Bilbao;non;petit;actif;2026-05-28;4;247;33;"clubs sportifs ; entreprises";oui;oui;non;non
R1407;Imprim'Boréal Milan;sérigraphe;Milan;non;petit;actif;2026-05-06;26;333;33;"clubs sportifs ; brasseries et bars";non;oui;non;non
R1408;Sérigraphie Nord Brest;sérigraphe;Brest;non;moyen;actif;2026-05-28;4;428;92;"collectivités ; clubs sportifs";oui;oui;non;non
R1409;Collectif Pastel;agence;Turin;oui;petit;dormant;2026-01-05;147;405;17;"brasseries et bars ; collectivités";non;oui;non;non
R1410;Sérigraphie Cap Ouest Namur;sérigraphe;Namur;non;petit;actif;2026-05-26;6;276;55;"clubs sportifs ; entreprises";oui;oui;non;non
R1411;Point Sarment;brodeur;Vannes;non;petit;dormant;2026-02-21;100;277;36;"brasseries et bars ; collectivités";oui;oui;non;non
R1412;Atelier Kaolin Montpellier;sérigraphe;Montpellier;oui;petit;dormant;2025-09-04;270;307;15;"entreprises ; brasseries et bars";oui;oui;non;non
R1413;Séri'Vermeil Nancy;sérigraphe;Nancy;non;petit;actif;2026-05-30;2;265;60;"brasseries et bars ; collectivités";oui;oui;non;non
R1414;Broderie Hélice Quimper;brodeur;Quimper;non;moyen;actif;2026-05-31;1;957;112;"festivals ; collectivités";oui;oui;oui;non
R1415;Atelier Kaolin Besançon;sérigraphe;Besançon;non;moyen;dormant;2025-09-06;268;875;16;"entreprises ; brasseries et bars";oui;oui;non;non
R1416;Sérigraphie Vauban;sérigraphe;Toulouse;non;grand;actif;2026-05-29;3;1785;165;"entreprises ; festivals";oui;oui;non;oui
R1417;Marquage Zinc Amiens;sérigraphe;Amiens;non;moyen;dormant;2025-10-27;217;486;51;"entreprises ; festivals";oui;oui;non;non
R1418;Brod'Cyan;brodeur;Genève;oui;petit;actif;2026-05-27;5;181;32;"festivals ; associations";oui;oui;non;non
R1419;Agence Tandem;agence;Nantes;non;petit;dormant;2026-01-17;135;199;36;"associations ; brasseries et bars";oui;oui;non;non
R1420;Print Tandem;imprimeur;Caen;non;moyen;dormant;2025-12-19;164;701;35;"clubs sportifs ; brasseries et bars";oui;oui;non;non
R1421;Séri'des Volcans Troyes;sérigraphe;Troyes;non;moyen;dormant;2026-01-01;151;704;46;"collectivités ; brasseries et bars";oui;oui;non;non
R1422;Studio Vermeil Rouen;agence;Rouen;non;moyen;dormant;2025-10-17;227;892;37;"associations ; collectivités";oui;non;non;non
R1423;Point Hélice;brodeur;Amiens;non;moyen;actif;2026-05-27;5;562;108;"associations ; entreprises";oui;non;non;non
R1424;Atelier Zinc Dijon;sérigraphe;Dijon;non;petit;actif;2026-05-31;1;385;30;"festivals ; brasseries et bars";non;oui;non;non
R1425;Atelier Zénith Bilbao;sérigraphe;Bilbao;non;moyen;actif;2026-05-31;1;981;96;"entreprises ; festivals";oui;oui;non;oui
R1426;Agence Nacre Nancy;agence;Nancy;non;petit;dormant;2026-03-09;84;299;50;"associations ; brasseries et bars";oui;oui;non;non
R1427;Collectif Cyan Lille;agence;Lille;non;petit;actif;2026-05-25;7;322;34;"associations ; brasseries et bars";oui;oui;non;non
R1428;Collectif Boréal Namur;agence;Namur;non;grand;dormant;2025-12-20;163;1905;133;"associations ; brasseries et bars";oui;oui;non;oui
R1429;Studio Pixel Rennes;sérigraphe;Rennes;non;petit;actif;2026-05-31;1;294;48;"festivals ; collectivités";oui;oui;non;non
R1430;Séri'Granit Genève;sérigraphe;Genève;oui;petit;dormant;2025-08-20;285;397;5;"festivals ; collectivités";non;oui;non;non
R1431;Impression Mistral;imprimeur;Marseille;oui;moyen;dormant;2025-11-02;211;867;34;"festivals ; brasseries et bars";oui;oui;non;non
R1432;Marquage Loire Montpellier;sérigraphe;Montpellier;oui;moyen;actif;2026-05-31;1;726;112;"collectivités ; festivals";oui;oui;non;non
R1433;Broderie Tramontane;brodeur;Nantes;non;petit;dormant;2026-01-25;127;380;31;"festivals ; entreprises";oui;oui;non;non
R1434;Les Fils d'Bleu Marine;brodeur;Lausanne;oui;grand;actif;2026-05-30;2;1955;146;"clubs sportifs ; collectivités";oui;oui;non;oui
R1435;Agence Indigo Nantes;agence;Nantes;non;grand;dormant;2025-08-21;284;1848;26;"entreprises ; brasseries et bars";oui;oui;non;non
R1436;Imprim'Sarment Genève;sérigraphe;Genève;oui;petit;dormant;2025-12-18;165;349;24;"entreprises ; festivals";oui;oui;non;non
R1437;Atelier Deux Rives Béziers;agence;Béziers;non;moyen;dormant;2025-08-31;274;705;29;"festivals ; clubs sportifs";oui;oui;non;non
R1438;Marquage Garonne;sérigraphe;Niort;non;petit;actif;2026-05-31;1;337;40;"entreprises ; collectivités";oui;non;non;non
R1439;Studio Nacre Marseille;sérigraphe;Marseille;oui;petit;dormant;2026-02-09;112;249;26;"associations ; entreprises";non;non;non;non
R1440;Atelier Ypréau Rouen;sérigraphe;Rouen;non;moyen;dormant;2025-10-20;224;436;42;"entreprises ; associations";oui;non;non;non
R1441;Sérigraphie Amarante Limoges;sérigraphe;Limoges;non;moyen;actif;2026-05-30;2;760;116;"festivals ; associations";oui;oui;non;non
R1442;Atelier Lumière Marseille;agence;Marseille;oui;moyen;dormant;2025-12-24;159;751;65;"collectivités ; entreprises";oui;non;non;non
R1443;Brod'Faubourg Strasbourg;brodeur;Strasbourg;non;moyen;actif;2026-05-28;4;621;105;"entreprises ; clubs sportifs";oui;oui;non;non
R1444;Studio Cardinal Vannes;sérigraphe;Vannes;non;moyen;dormant;2025-09-27;247;541;40;"clubs sportifs ; festivals";oui;oui;non;non
R1445;Sérigraphie Ypréau Rennes;sérigraphe;Rennes;non;petit;actif;2026-05-18;14;358;48;"collectivités ; brasseries et bars";oui;oui;non;non
R1446;Point Ardoise Béziers;brodeur;Béziers;non;petit;actif;2026-05-17;15;384;58;"entreprises ; collectivités";oui;non;non;non
R1447;Séri'Rhône Béziers;sérigraphe;Béziers;non;petit;dormant;2025-06-18;348;394;3;"festivals ; collectivités";non;oui;non;non
R1448;Séri'Sarment;sérigraphe;Strasbourg;non;petit;dormant;2026-01-15;137;217;26;"collectivités ; clubs sportifs";oui;oui;non;non
R1449;Sérigraphie Perspective Metz;sérigraphe;Metz;non;petit;actif;2026-05-18;14;275;44;"clubs sportifs ; entreprises";oui;oui;non;non
R1450;Les Fils d'Quai Tours;brodeur;Tours;non;petit;dormant;2025-11-01;212;235;26;"brasseries et bars ; clubs sportifs";oui;oui;non;non
R1451;Studio Trait d'Union Rennes;agence;Rennes;non;petit;actif;2026-05-14;18;380;41;"entreprises ; clubs sportifs";oui;oui;non;non
R1452;Imprim'Faubourg Nancy;sérigraphe;Nancy;non;moyen;actif;2026-05-29;3;454;118;"brasseries et bars ; collectivités";oui;oui;non;non
